,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
300,603369,今世缘,0.81,-4.93,,13.21,,101950.29,-4.92,,08-08
301,603005,晶方科技,0.49,444.44,,7.57,,15605.71,623.97,,08-08
302,300016,北陆药业,0.19,-17.39,,6.12,,9156.38,-18.26,,08-08
303,600395,盘江股份,0.21,-44.68,,5.02,,34386.9,-44.67,,08-08
304,002532,新界泵业,0.19,35.71,,5.08,,65301.08,818.54,,08-08
305,300144,宋城演艺,0.02,-97.19,,0.42,,3984.83,-94.92,,08-08
306,688298,东方生物,4.37,1081.08,,54.08,,52394.68,1477.45,,08-08
307,000915,山大华特,0.58,52.63,,7.51,,13499.84,51.99,,08-08
308,600438,通威股份,0.25,-33.82,,5.02,,101045.93,-30.35,,08-08
309,300686,智动力,0.24,-36.34,,6.1,,4805.44,-37.71,,08-08
310,002278,神开股份,0.02,-60.0,,0.6,,682.79,-61.56,,08-08
311,603990,麦迪科技,-0.07,-216.67,,-1.56,,-770.87,-225.15,,08-08
312,002735,王子新材,0.16,33.33,,3.41,,2276.74,29.22,,08-08
313,603656,泰禾光电,0.12,-7.69,,1.93,,1808.17,-8.01,,08-08
314,002148,北纬科技,0.01,0.0,,0.73,,817.45,-2.85,,08-08
315,002649,博彦科技,0.22,4.33,,4.07,,11470.12,4.72,,08-08
316,603042,华脉科技,-0.11,10.7,,-1.83,,-1463.07,9.56,,08-08
317,603678,火炬电子,0.61,29.79,,8.46,,27456.27,28.72,,08-08
318,300493,润欣科技,0.04,0.0,,2.34,,1756.84,-13.73,,08-07
319,603609,禾丰牧业,0.66,60.98,,10.16,,60601.57,68.8,,08-07
320,002933,新兴装备,0.43,-14.0,,3.25,,5082.49,-13.72,,08-07
321,000514,渝开发,0.03,45.19,,0.78,,2551.58,45.07,,08-07
322,002565,顺灏股份,0.0,-98.22,,0.05,,101.03,-98.29,,08-07
323,300615,欣天科技,0.03,-37.29,,1.03,,494.98,-37.79,,08-07
324,002194,武汉凡谷,0.12,-3.7,,4.16,,8012.56,15.52,,08-07
325,600358,*ST联合,0.0,-124.24,,1.04,,243.61,-124.39,,08-07
326,600805,悦达投资,-0.41,-271.55,,-5.75,,-34691.15,-270.88,,08-07
327,002419,天虹股份,0.03,-92.89,,0.52,,3572.16,-92.9,,08-07
328,300160,秀强股份,0.09,-28.32,,5.62,,5716.11,-25.23,,08-07
329,688020,方邦股份,0.82,-23.36,,4.23,,6580.43,2.85,,08-07
330,300611,美力科技,0.09,12.5,,2.45,,1535.83,1.56,,08-07
331,002511,中顺洁柔,0.35,62.77,,10.46,,45269.95,64.69,,08-07
332,603806,福斯特,0.62,-18.42,,6.76,,45619.21,14.58,,08-07
333,300634,彩讯股份,0.15,7.14,,4.41,,6035.25,8.07,,08-07
334,300661,圣邦股份,0.68,16.41,,9.05,,10456.07,73.39,,08-07
335,002675,东诚药业,0.27,23.05,,4.98,,21923.91,23.05,,08-07
336,300185,通裕重工,0.06,50.0,,3.41,,18367.5,55.25,,08-07
337,603713,密尔克卫,0.91,46.77,,9.32,,14073.78,49.27,,08-07
338,002290,ST中科创,0.11,-126.83,,6.91,,2762.47,-127.73,,08-07
339,300207,欣旺达,,,,0.1,,588.24,-97.43,,08-07
340,300036,超图软件,0.09,2.2,,2.19,,4164.81,1.97,,08-07
341,603906,龙蟠科技,0.3,50.0,,6.5,,9088.07,50.73,,08-07
342,300298,三诺生物,0.28,22.34,,5.87,,15845.5,22.32,,08-07
343,603016,新宏泰,0.21,-4.55,,3.7,,3136.67,-4.63,,08-07
344,605168,三人行,1.88,116.09,,17.34,,10272.15,127.76,,08-07
345,300809,华辰装备,-0.06,-110.72,,-0.63,,-865.87,-114.34,,08-07
346,600273,嘉化能源,0.4,-13.37,,7.66,,55472.37,-14.8,,08-07
347,603220,中贝通信,0.02,-87.87,,0.31,,509.31,-87.88,,08-07
348,603359,东珠生态,0.78,23.81,,8.34,,24811.17,23.76,,08-07
349,300136,信维通信,0.34,-10.13,,6.73,,32865.82,-10.85,,08-06
350,300558,贝达药业,0.36,63.64,,5.64,,14379.84,64.65,,08-06
351,603353,和顺石油,0.56,-26.32,,5.79,,6571.95,-13.32,,08-06
352,000929,兰州黄河,-0.05,-143.94,,-1.48,,-997.86,-143.95,,08-06
353,600301,ST南化,0.02,34.23,,1.41,,460.17,31.56,,08-06
354,603105,芯能科技,0.11,266.67,,3.57,,5271.85,300.49,,08-06
355,000723,美锦能源,0.02,-86.67,,0.78,,6404.58,-89.73,,08-06
356,600071,凤凰光学,-0.01,-88.05,,-0.78,,-382.42,-81.33,,08-06
357,600873,梅花生物,0.2,-4.76,,6.94,,63574.43,-4.26,,08-06
358,000589,贵州轮胎,0.25,108.33,,5.15,,19813.54,113.21,,08-06
359,002258,利尔化学,0.49,60.12,,7.33,,25540.9,60.11,,08-06
360,000589,贵州轮胎,0.25,108.33,,5.15,,19813.54,113.21,,08-06
361,002258,利尔化学,0.49,60.12,,7.33,,25540.9,60.11,,08-06
362,688556,高测股份,0.28,-221.74,3.52,8.14,0.44,3341.84,-222.68,,08-06
363,002917,金奥博,0.15,-15.93,,5.74,,4139.3,26.12,,08-06
364,603712,七一二,0.13,44.44,,4.0,,10326.39,52.67,,08-06
365,600435,北方导航,-0.01,-5385.71,,-0.77,,-1652.01,-5365.45,,08-06
366,002786,银宝山新,0.01,-105.56,,0.36,,398.11,-105.66,,08-06
367,000790,华神科技,0.04,-38.8,,2.51,,2255.08,-38.81,,08-06
368,300034,钢研高纳,0.19,-0.62,,4.24,,8888.0,3.0,,08-06
369,300229,拓尔思,0.08,43.06,,2.23,,4214.31,56.21,,08-06
370,600551,时代出版,0.22,-27.53,,2.31,,10659.82,-30.6,,08-05
371,300653,正海生物,0.46,-28.13,,8.93,,5501.57,7.89,,08-05
372,601865,福莱特,0.24,71.43,,10.0,,46080.62,76.27,10派0.65,08-05
373,002800,天顺股份,0.15,-38.45,,2.42,,1126.1,-38.47,,08-05
374,300598,诚迈科技,-0.28,-2750.0,,-4.63,,-2921.8,-3537.71,,08-05
375,300701,森霸传感,0.68,126.67,,14.3,,8215.84,126.3,,08-05
376,600255,*ST梦舟,0.04,-683.33,,5.72,,6110.47,-705.57,,08-05
377,002234,民和股份,0.77,-73.26,,8.14,,23232.64,-73.26,,08-05
378,002582,好想你,4.49,1696.0,,50.36,,225619.97,1680.02,,08-05
379,300481,濮阳惠成,0.35,25.0,,10.05,,9066.7,27.19,,08-05
380,603183,建研院,0.12,-25.0,,3.18,,3182.34,14.11,,08-05
381,002971,和远气体,0.23,-30.3,,4.38,,3624.56,-8.47,,08-05
382,300382,斯莱克,0.08,-27.27,,4.38,,4285.35,-28.97,,08-05
383,603179,新泉股份,0.39,-4.88,,5.65,,9868.39,6.2,,08-05
384,002380,科远智慧,0.29,7.41,,3.06,,6866.25,4.84,,08-05
385,605158,华达新材,0.34,-8.11,3.53,10.13,0.38,10034.03,-7.28,,08-04
386,600728,佳都科技,0.01,-95.55,,0.2,,994.08,-95.35,,08-04
387,600763,通策医疗,0.45,-30.77,,7.8,,14499.04,-30.22,,08-04
388,002902,铭普光磁,-0.03,-145.14,,-0.51,,-542.16,-144.79,,08-04
389,300332,天壕环境,0.04,-10.48,,1.1,,3762.02,-10.46,,08-04
390,300775,三角防务,0.2,-4.76,,5.55,,10065.33,7.62,,08-04
391,002861,瀛通通讯,0.19,4.91,,2.13,,2244.13,1.44,,08-04
392,002456,欧菲光,0.19,2319.48,,5.17,,50199.63,2290.28,10派0.08,08-04
393,300062,中能电气,-0.06,-300.0,,-2.47,,-1927.51,-303.91,,08-04
394,000928,中钢国际,0.17,-16.12,,4.18,,21969.34,-16.12,,08-04
395,300122,智飞生物,0.94,31.16,,23.15,,150454.84,31.18,,08-04
396,300697,电工合金,0.24,-37.53,,5.7,,4958.42,-37.45,10派2.4,08-04
397,002085,万丰奥威,0.12,-36.84,,3.13,,25254.35,-39.93,10派2,08-04
398,603305,旭升股份,0.34,61.9,,7.45,,14071.88,65.97,,08-04
399,002739,万达电影,-0.75,-360.8,,-12.01,,-156657.74,-398.81,,08-04
400,002847,盐津铺子,1.05,98.11,,15.92,,12996.52,96.44,,08-04
401,300231,银信科技,0.21,24.66,,6.92,,8746.17,22.07,,08-04
402,300354,东华测试,0.03,67.79,,0.91,,347.09,68.22,,08-04
403,002439,启明星辰,-0.02,-253.33,,-0.45,,-2138.28,-255.46,,08-04
404,300284,苏交科,0.11,-49.62,,2.29,,11087.21,-49.61,,08-04
405,688200,华峰测控,1.59,84.88,,6.06,,8940.33,135.37,,08-04
406,300570,太辰光,0.17,-61.53,,2.97,,3924.0,-61.53,,08-04
407,000078,海王生物,0.05,-37.97,,2.03,,12812.54,-37.12,,08-04
408,603989,艾华集团,0.45,31.88,,7.55,,17642.14,31.93,,08-04
409,002301,齐心集团,0.25,13.64,,5.35,,18440.39,31.2,,08-04
410,002947,恒铭达,0.51,-6.19,,5.0,,6171.7,-2.11,,08-03
411,002858,力盛赛车,-0.11,-392.62,,-3.1,,-1345.19,-391.18,,08-03
412,002569,ST步森,-0.28,833.33,,-12.1,,-3868.46,796.15,,08-03
413,300378,鼎捷软件,-0.06,-140.0,,-1.06,,-1474.32,-136.66,,08-01
414,002985,北摩高科,0.86,62.26,,7.51,,10795.78,80.4,,08-01
415,000690,宝新能源,0.29,93.33,,6.54,,63827.46,101.35,,08-01
416,300326,凯利泰,0.17,-22.6,,4.23,,11939.49,-22.37,,08-01
417,002601,龙蟒佰利,0.64,0.0,,8.82,,129290.03,1.84,,08-01
418,300638,广和通,0.58,-13.37,,10.09,,13762.07,70.78,,08-01
419,600889,南京化纤,-0.11,511.11,,-3.02,,-4130.39,453.18,,08-01
420,600889,南京化纤,-0.11,511.11,,-3.02,,-4130.39,453.18,,08-01
421,600742,一汽富维,0.33,-31.91,,3.87,,21747.32,-11.48,,08-01
422,002985,北摩高科,0.86,62.26,,7.51,,10795.78,80.4,,08-01
423,300326,凯利泰,0.17,-22.6,,4.23,,11939.49,-22.37,,08-01
424,000690,宝新能源,0.29,93.33,,6.54,,63827.46,101.35,,08-01
425,300638,广和通,0.58,-13.37,,10.09,,13762.07,70.78,,08-01
426,300460,惠伦晶体,0.02,964.71,,0.81,,427.34,1426.79,,07-31
427,002014,永新股份,0.25,19.05,,6.98,,12480.51,17.6,,07-31
428,002134,天津普林,0.04,100.0,,2.55,,1013.23,76.54,,07-31
429,600248,延长化建,0.06,-67.29,,1.72,,5135.39,-67.27,,07-31
430,300037,新宙邦,0.64,77.78,,7.4,,23767.09,77.31,,07-31
431,605318,法狮龙,0.23,9.52,4.6,6.49,0.23,2266.16,10.36,,07-31
432,300396,迪瑞医疗,0.39,-14.03,,6.95,,10813.37,-14.12,,07-31
433,688018,乐鑫科技,0.43,-59.06,,2.18,,3474.01,-45.41,,07-31
434,603309,维力医疗,0.37,2.78,,9.08,,9708.21,35.59,,07-31
435,002600,领益智造,0.09,-43.75,,5.3,,63131.78,-43.34,10派2,07-31
436,603538,美诺华,0.74,23.33,,7.55,,10749.32,24.57,,07-31
437,000570,苏常柴A,0.05,45.43,,1.32,,2769.03,45.29,,07-31
438,300721,怡达股份,-0.1,-316.26,,-0.92,,-776.09,-310.91,,07-31
439,002240,威华股份,-0.24,-310.3,,-6.02,,-16734.4,-375.12,,07-31
440,002345,潮宏基,0.01,-93.33,,0.4,,1342.36,-90.24,,07-31
441,300181,佐力药业,0.05,11.73,,2.32,,3070.61,11.61,,07-31
442,300390,天华超净,0.34,580.0,,19.56,,18765.69,579.03,,07-31
443,000628,高新发展,0.23,126.47,,6.98,,7208.18,126.52,,07-31
444,601996,丰林集团,0.03,-62.5,,1.03,,2852.24,-68.33,,07-31
445,300627,华测导航,0.16,-16.9,,5.23,,5350.56,16.51,,07-31
446,300371,汇中股份,0.24,46.39,,5.49,,4011.49,46.98,,07-31
447,002237,恒邦股份,0.15,-6.25,,2.83,,13385.81,-8.51,,07-31
448,600885,宏发股份,0.48,0.73,,6.86,,35736.05,0.73,,07-31
449,603707,健友股份,0.57,8.9,,13.09,,40847.48,41.24,,07-31
450,300589,江龙船艇,0.04,-6.38,,2.25,,803.21,-6.35,,07-31
451,002262,恩华药业,0.35,10.9,,9.28,,35281.51,9.64,,07-31
452,002471,中超控股,-0.04,-228.27,,-3.86,,-5467.61,-228.49,,07-31
453,603507,振江股份,0.28,-264.71,,2.49,,3494.2,-265.69,,07-31
454,300365,恒华科技,0.06,-62.4,,1.59,,3435.23,-62.27,,07-31
455,300463,迈克生物,0.56,14.44,,9.46,,31027.72,15.16,,07-31
456,300807,天迈科技,0.07,-85.42,,0.74,,504.84,-79.27,,07-31
457,002324,普利特,0.33,200.0,,11.18,,28271.39,372.81,,07-31
458,300045,华力创通,0.05,55.96,,1.83,,3136.7,55.84,,07-31
459,603283,赛腾股份,0.59,59.46,,9.81,,10373.86,71.88,,07-31
460,300196,长海股份,0.3,-16.67,,4.55,,12378.25,-15.0,,07-31
461,603729,龙韵股份,0.06,-113.33,,0.71,,582.71,-113.81,,07-31
462,600698,ST天雁,0.0,2.56,,0.56,,427.06,12.32,,07-31
463,600988,赤峰黄金,0.13,62.5,,6.7,,22201.07,100.17,,07-31
464,603318,派思股份,0.02,-118.18,,1.1,,1002.93,-122.73,,07-31
465,603505,金石资源,0.38,-17.39,,9.19,,9030.3,-18.44,,07-31
466,002541,鸿路钢构,0.36,11.49,,3.77,,18911.46,11.49,,07-31
467,600299,安迪苏,0.27,35.0,,5.27,,71931.02,34.75,,07-31
468,002796,世嘉科技,0.13,-63.89,,2.12,,3246.23,-46.29,,07-31
469,002982,湘佳股份,1.65,91.86,,12.83,,13980.39,114.37,,07-31
470,300502,新易盛,0.58,69.32,,13.43,,19121.69,137.06,,07-31
471,603500,祥和实业,0.09,-70.0,,1.77,,1570.53,-69.93,,07-31
472,300795,米奥会展,-0.54,-345.45,,-10.33,,-5416.34,-426.6,,07-30
473,002533,金杯电工,0.11,-29.11,,2.54,,7810.42,-11.1,,07-30
474,603558,健盛集团,0.14,-61.11,,1.79,,5508.2,-61.72,,07-30
475,300146,汤臣倍健,0.61,3.39,,15.48,,96183.69,10.96,,07-30
476,603668,天马科技,0.17,0.0,,4.83,,5664.92,7.83,,07-30
477,300479,神思电子,0.01,-82.45,,0.24,,150.78,-82.2,,07-30
478,688311,盟升电子,0.38,65.22,6.44,6.13,-0.45,3291.23,65.74,,07-30
479,000026,飞亚达,0.18,-36.33,,2.91,,7773.89,-37.05,,07-30
480,002568,百润股份,0.41,57.69,,10.06,,21196.44,55.02,10派6,07-30
481,600456,宝钛股份,0.33,28.66,,3.76,,14215.26,28.64,,07-30
482,300222,科大智能,0.05,-28.57,,2.11,,3954.16,-19.38,,07-30
483,002648,卫星石化,0.45,-13.46,,5.01,,47435.71,-14.79,,07-30
484,688586,江航装备,0.35,45.83,3.01,12.25,-0.06,10503.63,42.07,,07-30
485,603936,博敏电子,0.28,-15.15,,4.96,,12510.3,20.73,,07-30
486,300461,田中精机,0.14,-118.18,,34.47,,1712.25,-117.92,,07-30
487,300480,光力科技,0.13,4.33,,4.22,,3121.84,31.76,,07-30
488,002533,金杯电工,0.11,-29.11,,2.54,,7810.42,-11.1,,07-30
489,603558,健盛集团,0.14,-61.11,,1.79,,5508.2,-61.72,,07-30
490,300146,汤臣倍健,0.61,3.39,,15.48,,96183.69,10.96,,07-30
491,603668,天马科技,0.17,0.0,,4.83,,5664.92,7.83,,07-30
492,300795,米奥会展,-0.54,-345.45,,-10.33,,-5416.34,-426.6,,07-30
493,300837,浙矿股份,0.62,1.64,,9.33,,6172.47,34.85,,07-29
494,688396,华润微,0.37,97.97,,4.88,,40309.33,145.27,,07-29
495,002182,云海金属,0.15,-65.09,,3.56,,9699.44,-65.08,,07-29
496,600519,贵州茅台,17.99,13.29,,15.34,,2260165.51,13.29,,07-29
497,600663,陆家嘴,0.42,-17.99,,9.16,,167849.71,-18.01,,07-29
498,603118,共进股份,0.23,4.55,,3.98,,17954.26,5.25,,07-29
499,603408,建霖家居,0.42,2.44,4.21,12.16,0.59,16672.77,1.94,10派3.5,07-29
500,002064,华峰氨纶,0.15,7.14,,6.96,,66504.98,180.42,,07-29
501,002732,燕塘乳业,0.38,-9.52,,5.87,,6011.41,-9.61,,07-29
502,002767,先锋电子,0.05,-25.82,,0.96,,710.85,-25.87,,07-29
503,300019,硅宝科技,0.22,60.67,,7.81,,7175.93,60.68,,07-29
504,300220,金运激光,0.01,-93.34,,0.37,,98.37,-92.0,,07-29
505,605118,力鼎光电,0.23,-8.0,1.92,12.67,0.14,8346.76,-9.32,,07-29
506,603278,大业股份,0.14,-66.67,,2.28,,3937.49,-67.53,,07-29
507,300193,佳士科技,0.2,-4.76,,4.17,,9401.66,-11.24,,07-29
508,603929,亚翔集成,-0.01,-103.7,,-0.13,,-138.27,-102.38,,07-29
509,002167,东方锆业,-0.08,-900.0,,-5.74,,-4745.79,-743.15,,07-29
510,002296,辉煌科技,0.12,28.91,,2.93,,4546.01,29.23,,07-29
511,002496,*ST辉丰,-0.03,-37.5,,-1.76,,-4834.13,-33.58,,07-28
512,002386,天原集团,-0.06,-150.64,,-0.87,,-4313.0,-150.67,,07-28
513,002940,昂利康,0.95,31.94,,8.57,,8507.16,30.46,,07-28
514,300703,创源文化,0.12,-55.56,,3.05,,2218.02,-54.62,,07-28
515,002549,凯美特气,0.05,-41.67,,3.15,,3102.54,-41.62,,07-28
516,603590,康辰药业,0.64,-31.18,,3.56,,10305.61,-31.02,,07-28
517,600779,水井坊,0.21,-69.64,,4.76,,10308.39,-69.64,,07-28
518,002702,海欣食品,0.09,506.85,,5.26,,4259.42,507.21,,07-28
519,688389,普门科技,0.16,23.08,,6.52,,6957.19,37.2,,07-28
520,300751,迈为股份,3.64,52.94,,13.1,,18927.32,52.77,,07-28
521,002837,英维克,0.24,-4.0,,5.94,,7594.45,40.12,,07-28
522,603586,金麒麟,0.44,-8.33,,4.16,,8796.64,-14.55,,07-28
523,300466,赛摩智能,0.05,153.2,,3.19,,2770.6,146.36,,07-28
524,300685,艾德生物,0.36,-33.33,,8.49,,8080.46,3.38,,07-28
525,600186,莲花健康,0.02,-81.51,,10.51,,3113.13,-76.01,,07-28
526,002211,宏达新材,0.02,995.24,,1.4,,996.65,977.99,,07-28
527,002426,*ST胜利,0.17,-406.69,,12.75,,56777.13,-406.79,,07-28
528,002028,思源电气,0.61,144.0,,8.73,,46099.17,139.79,,07-28
529,603606,东方电缆,0.56,100.0,,15.93,,36515.41,102.75,,07-28
530,300386,飞天诚信,0.06,100.0,,1.39,,2557.93,126.87,,07-28
531,688321,微芯生物,0.07,44.03,,1.97,,2871.17,63.97,,07-28
532,002364,中恒电气,0.06,-14.29,,1.5,,3234.72,-21.37,,07-28
533,002746,仙坛股份,0.6,-31.03,,8.26,,27857.23,-30.82,,07-28
534,002311,海大集团,0.7,62.79,,11.2,,110401.37,63.82,,07-28
535,603601,再升科技,0.31,123.45,,13.69,,22157.98,125.37,,07-28
536,002363,隆基机械,0.09,-18.18,,1.56,,3707.09,-19.58,10派4,07-28
537,603979,金诚信,0.34,17.24,,4.44,,19559.67,18.14,,07-28
538,603776,永安行,0.38,8.57,,2.6,,7120.76,7.69,,07-27
539,002567,唐人神,0.52,859.29,,12.89,,43172.7,859.06,,07-27
540,688516,奥特维,0.49,48.48,,6.89,,3824.53,56.61,10派4,07-27
541,603988,中电电机,0.81,406.25,,24.41,,19044.34,420.58,10派2.13,07-25
542,300575,中旗股份,0.94,27.03,,9.21,,12381.73,26.12,,07-25
543,603727,博迈科,0.19,216.67,,1.89,,4210.16,200.43,,07-25
544,002415,海康威视,0.49,11.04,,,,462397.28,9.66,,07-25
545,300690,双一科技,1.15,79.69,,11.65,,12567.07,79.53,,07-25
546,600470,*ST六化,0.13,52.94,,5.35,,6559.51,47.56,,07-25
547,603429,集友股份,0.07,-77.31,,2.2,,2631.67,-65.54,,07-25
548,300121,阳谷华泰,0.07,-70.83,,1.63,,2638.77,-71.69,,07-25
549,002227,奥特迅,-0.07,146.62,,-1.99,,-1610.11,146.66,,07-25
550,000420,吉林化纤,-0.04,-215.04,,-2.74,,-8142.2,-215.07,,07-25
551,600375,华菱星马,-0.17,-440.0,,-3.43,,-9626.29,-437.0,,07-25
552,000911,ST南糖,0.12,-107.79,,44.1,,4016.82,-108.06,,07-25
553,002772,众兴菌业,0.16,17.61,,2.16,,5617.2,13.28,,07-25
554,000990,诚志股份,-0.17,-220.1,,-1.29,,-20626.04,-219.72,,07-25
555,002885,京泉华,0.17,-35.9,,3.96,,3146.99,-11.22,,07-25
556,002681,*ST奋达,0.39,977.2,,30.92,,79724.89,962.3,,07-25
557,300041,回天新材,0.32,29.01,,7.42,,12820.8,23.31,,07-24
558,300692,中环环保,0.32,68.42,,5.47,,5248.23,70.82,,07-24
559,600753,东方银星,0.05,-21.88,,4.61,,953.37,16.82,,07-24
560,002355,兴民智通,-0.16,-633.33,,-3.65,,-10085.54,-579.35,,07-24
561,002813,路畅科技,-0.28,-24.32,,-11.65,,-3365.28,-23.45,,07-24
562,000863,三湘印象,0.06,-78.57,,1.27,,7446.27,-80.57,10派4,07-24
563,002519,银河电子,0.09,9.96,,4.02,,10437.13,9.86,,07-24
564,603161,科华控股,0.0,-99.36,,0.02,,30.08,-99.38,,07-24
565,002138,顺络电子,0.3,25.0,,5.4,,24210.12,24.09,,07-23
566,603008,喜临门,0.11,-71.79,,1.59,,4248.96,-72.25,,07-23
567,002298,中电兴发,0.23,37.63,,3.7,,15700.16,37.62,,07-22
568,603638,艾迪精密,0.49,4.24,,13.69,,29417.92,61.93,,07-22
569,300443,金雷股份,0.75,121.24,,8.94,,17907.8,121.88,,07-22
570,300472,新元科技,0.04,-60.0,,0.85,,923.84,-58.49,,07-22
571,002887,绿茵生态,0.42,-19.75,,6.66,,13021.19,20.96,,07-22
572,002299,圣农发展,1.07,-19.41,,13.77,,133220.84,-19.4,,07-22
573,688508,芯朋微,0.38,8.57,5.9,6.61,0.15,3195.44,19.69,,07-21
574,603187,海容冷链,1.02,-21.54,,10.58,,15995.3,10.13,,07-21
575,688561,奇安信,-1.23,9.82,7.5,,,-69231.42,25.3,,07-21
576,002245,澳洋顺昌,0.07,183.33,,3.38,,7169.92,183.35,,07-21
577,300601,康泰生物,0.4,-1.01,,6.65,,25981.07,0.63,10派3,07-21
578,002177,御银股份,0.03,-55.84,,1.57,,2591.74,-55.76,,07-21
579,688589,力合微,0.21,-32.26,3.81,5.76,-0.16,1558.12,-30.39,,07-21
580,300617,安靠智电,0.52,39.19,,7.86,,6559.06,79.54,,07-21
581,688077,大地熊,0.37,-2.63,6.35,5.84,0.27,2194.77,-2.52,,07-21
582,300710,万隆光电,-0.05,-119.16,,-0.6,,-348.63,-119.17,,07-21
583,300238,冠昊生物,0.1,233.33,,3.72,,2696.69,213.72,,07-21
584,002560,通达股份,0.21,61.54,,5.57,,9437.27,69.01,10派1,07-20
585,688002,睿创微纳,0.69,312.5,,12.41,,30838.02,376.7,,07-20
586,000416,民生控股,0.03,-15.64,,1.81,,1606.89,-15.66,,07-18
587,603559,中通国脉,-0.07,-187.5,,-1.12,,-980.04,-189.7,,07-18
588,002714,牧原股份,2.93,-4285.71,,37.84,,1078403.28,-7026.08,,07-18
589,601168,西部矿业,0.15,-40.0,,3.44,,34649.74,-41.04,,07-18
590,002895,川恒股份,0.2,42.13,,4.15,,8282.75,46.09,,07-18
591,603199,九华旅游,-0.28,-139.03,,-2.65,,-3145.4,-139.03,,07-18
592,603085,天成自控,0.11,0.0,,6.62,,3254.72,4.82,,07-17
593,603229,奥翔药业,0.23,21.05,,7.86,,5259.8,69.46,,07-17
594,688488,艾迪药业,0.07,75.0,1.61,4.31,0.11,2449.26,53.03,,07-16
595,300088,长信科技,0.2,5.05,,7.51,,49135.23,11.37,,07-16
596,002107,沃华医药,0.23,155.56,,12.78,,9073.29,190.14,,07-16
597,603880,南卫股份,0.38,171.43,,13.85,,8321.6,260.57,,07-15
598,002261,拓维信息,0.03,22.22,,1.44,,3606.78,23.46,,07-15
